Date	Ave. tempareture (C)	Highest tempareture (C)	Lowest tempareture (C) 	Precipitation (mm)	Day length (hours)	Ave. wind (m/s)	Maximum wind (m/s)	Maximum instantaneous wind (m/s)
2024/4/4	14.5	19.4	10.4	0.5	0.3	1.1	2.7	5.1
2024/4/5	9.2	13.4	7.8	5	0	1.2	3.1	4.8
2024/4/6	11.8	16.6	8.1	0	0.6	0.9	2.4	4.4
2024/4/7	16.4	23.7	10.3	0	8.1	1.3	3.8	7.4
2024/4/8	17.9	23	13.1	0	1.8	1.2	3.4	5.8
2024/4/9	14.2	18.4	9.1	34	0	1.5	3.2	7.6
2024/4/10	11.1	17.7	2.8	0	12.2	1.9	4.1	7.5
2024/4/11	12.6	19.3	4.2	0	9.3	1.5	3.6	7.6
2024/4/12	14.3	20	10.2	0	4.3	1.3	3.9	6.8
2024/4/13	15.5	23.4	7.8	0	11.8	1.4	3.5	6.5
2024/4/14	17	25.9	9.2	0	11.9	1.5	3.8	6.9
2024/4/15	17.9	26.6	10.3	0	11.4	1.7	4.2	8.5
2024/4/16	17.2	24.1	10.2	0	8.4	1.9	5.4	12.2
2024/4/17	19.1	25.8	12.2	0	7.5	1	4.5	8.5
2024/4/18	17.1	21.7	12.1	2.5	0.4	1.1	3.2	5.2
2024/4/19	16.4	23.4	10.2	0	12.3	1.3	3	9
2024/4/20	18.4	27	9.1	0	9.5	1.3	3.2	6.4
2024/4/21	17.8	22.8	14.7	7	1.5	1.1	3.1	6.3
2024/4/22	14.2	16.4	12.6	5	0	0.5	1.6	3.4
2024/4/23	15	17.6	13.9	2.5	0	0.5	2.3	4.1
2024/4/24	13.7	15	13.1	14.5	0	0.8	2.5	4.9
2024/4/25	18.6	26.9	11.8	0	9.6	0.7	2.5	4.9
2024/4/26	18.9	24.7	10.8	0	6.6	1.2	3.1	6.1
2024/4/27	18.7	23.3	15.5	0	0	0.8	2.5	4.6
2024/4/28	20.7	29.8	13.1	0	11.5	1.3	4.2	8.3
2024/4/29	20.4	26.8	14.1	0	7.6	2	5.1	10.2
2024/4/30	19.5	23.9	16.8	1	0.4	1.2	2.9	5.4
2024/5/1	15.3	18.9	10.4	31.5	0	0.9	4	7.3
2024/5/2	14.2	20.9	9.9	5.5	7.3	1	3.1	6.8
2024/5/3	16.4	24.8	8.3	0	12.8	1.3	3.6	7.5
2024/5/4	19.6	28.5	10.8	0	13	1.5	4.1	7.4
2024/5/5	21.2	29.1	12.9	0	12.6	2.4	5.6	11
2024/5/6	20.1	22.8	14.9	0	0	2.8	4.5	10.1
2024/5/7	18.4	22.4	15.7	1	0	1.2	4.4	8.9
2024/5/8	16.9	23.8	10.6	13	2.1	0.8	2.7	5.9
2024/5/9	12.6	20	8.1	4	5.9	1	3.3	7.3
2024/5/10	16.3	24.2	6.2	0	13.1	1.7	4.6	9.4
2024/5/11	19	27	10.2	0	12.8	1.9	5.1	9.7
2024/5/12	20.6	24.2	15.7	0	1.5	2.6	4.5	10.1
2024/5/13	16.7	20	13.8	35.5	0	0.6	2.2	4.6
2024/5/14	16.1	22.8	11	0	9.5	1	3.7	6.8
2024/5/15	18	25.5	10.4	3.5	7.5	1.7	3.9	7.9
2024/5/16	18.6	26.5	14.2	5	5.8	2.2	6.8	14.3
2024/5/17	19.3	26.8	10.2	0	12.9	1.3	3.2	7.4
2024/5/18	20.7	29	12.2	0	12.5	1.4	4	7.3
2024/5/19	19.5	23.4	15.8	0.5	0	1.1	2.6	5.3
2024/5/20	16.5	21.2	13.2	25	0.6	0.7	3.2	5.6
2024/5/21	21.8	29.5	15.3	9	7.6	1.1	3	6
2024/5/22	18.9	25.1	14.4	4	8.2	1.5	4	8
2024/5/23	19.3	24.5	14	0	2	1	3.1	7.1
2024/5/24	22.7	30.9	15.4	0	10.7	1.2	3.8	7.9
2024/5/25	19.8	25.3	17.2	0	4.4	1.8	3.9	7.5
2024/5/26	19.8	24.7	16.5	0	4.7	2.6	5.3	10
2024/5/27	20.1	26.6	15.2	0	0.6	1.2	4.8	9.7
2024/5/28	21.5	24.2	19	5	0	1.2	4.6	10.5
2024/5/29	22.2	28.3	18.4	0.5	7.8	1.6	4.3	7.9
2024/5/30	21.1	26.9	14.5	0	7.2	1.8	3.6	8.1
2024/5/31	18.1	20.2	16.3	17	0	0.6	1.7	3.8
2024/6/1	20.4	27.3	16	4.5	7.4	1.5	4.1	7.7
2024/6/2	16.7	20.2	15.2	14	0	0.5	3.2	5.8
2024/6/3	17.5	23.5	14.1	21.5	4.8	0.8	2.6	5.2
2024/6/4	18.4	24.2	13	1	8.4	0.8	3.4	6.6
2024/6/5	20.8	27.1	14.1	0	12.6	1.5	3.8	7.4
2024/6/6	20.9	26.3	15.9	0	4.4	1.5	4.1	7.7
2024/6/7	21.4	27.1	17	0	4.1	1.3	4	7.5
2024/6/8	21.4	29.2	15.3	0	11.3	1.5	4.1	8.4
2024/6/9	20.4	25.8	16	0	1.5	2.1	5.1	10.2
2024/6/10	20	23.8	16.8	19	0.3	1.2	2.7	4.9
2024/6/11	23.4	29.2	17.6	0	11.8	1.7	4.2	8.1
2024/6/12	23.4	30.2	17.4	0	13	1.6	3.9	8
2024/6/13	22.1	27.2	18.2	0	2.2	0.9	2.9	5.1
2024/6/14	25.6	33	18.9	0	12.3	1.9	4.2	8.7
2024/6/15	24.5	31.2	18.7	0	8.8	1.6	3.6	7.1
2024/6/16	23.9	30.2	18.5	6	7.8	1.3	4	9.6
2024/6/17	25.4	30.5	19.9	1	3	1	3.1	6
2024/6/18	18.1	20.2	17	70	0	0.4	1.3	3.2
2024/6/19	23	30.8	15	0	13.7	1.6	4.1	9.6
2024/6/20	23.6	29.1	17.7	0	7.9	1.6	4.2	8.2
2024/6/21	19.1	21.8	16	28	0	0.6	2.1	4.2
2024/6/22	23.9	30.3	15.2	0	8.1	2.2	4.6	9.1
2024/6/23	21	22.9	18.6	7.5	0	0.6	2.2	4.2
2024/6/24	27.1	34.5	20	0	6	0.9	3	5.9
2024/6/25	27.6	32.8	23.7	0	1.4	0.8	2.5	4.6
2024/6/26	26.8	32.2	23.7	0	3.7	0.9	2.8	5
2024/6/27	24.5	30	21.7	0	1.8	1.6	4.2	8.7
2024/6/28	21.1	22.4	20.4	51.5	0	0.4	2.1	3.5
2024/6/29	23.6	29.2	20.2	0	5	1.1	3.2	6
2024/6/30	23.5	27.5	20.2	4	0	0.6	1.8	3.1
2024/7/1	24.7	28.2	22	1.5	0	0.7	3.6	7.2
2024/7/2	27.1	32.2	23	0.5	5.8	1	3	5.7
2024/7/3	26.5	33.3	22.9	0	5.2	1.3	3.3	6.6
2024/7/4	29	35.5	23.3	0	8.1	1.1	3.6	7.8
2024/7/5	29.5	36.2	23.8	0	13.3	1.2	3.3	6.8
2024/7/6	28	34.4	24.4	4	4.3	0.9	3.1	8
2024/7/7	29.9	37.2	23.3	0	11	0.9	2.8	4.9
2024/7/8	31.2	37.8	25.6	0	9.7	0.7	2.2	4.6
2024/7/9	27.6	31	24.1	0	2.1	0.8	3	5.7
2024/7/10	27.5	31.3	23.1	0	1.2	0.8	2.8	6.3
2024/7/11	25.9	28.2	23.2	0	0	0.7	3.2	5.5
2024/7/12	23.1	24.5	21.6	30	0	0.5	2.6	6
2024/7/13	25.7	31.7	21.4	0	6.1	1.7	4.1	8.2
2024/7/14	24.1	26.6	23	0	0	0.5	1.6	3.7
2024/7/15	23.2	25.9	22	1	0	0.6	2.3	4.2
2024/7/16	22.2	23.7	21.4	8.5	0	0.4	1.9	2.9
2024/7/17	25.4	31.2	21.4	2	4.7	0.8	2.7	5.2
2024/7/18	27.8	33.8	23.4	0	5.3	1.1	3.5	6.3
2024/7/19	29	34.9	23.3	0	5.7	0.7	2.2	4.7
2024/7/20	29.2	35.7	24.3	4.5	8.9	0.8	3	6.1
2024/7/21	28.8	35.6	24.3	3	10.3	1.5	3.8	8
2024/7/22	28.3	37	23.8	15	8.1	0.8	3.3	8.2
2024/7/23	29.6	36.7	23.1	0	12.8	1	3.5	6.7
2024/7/24	28.6	36.6	23.3	5.5	7.3	0.8	3.7	12.6
2024/7/25	28.4	35.6	24.5	0	6	1	3.1	7.9
2024/7/26	29.3	36.8	23.1	0	6.8	1	3.4	5.8
2024/7/27	28.9	37.2	24.5	2.5	6.9	0.8	3.3	9.2
2024/7/28	30.5	37.8	24.4	0	9	0.8	3	6
2024/7/29	31.2	38.7	26.1	0	11.3	1.5	4.1	8.4
2024/7/30	28.8	35.7	25.5	3.5	3.6	0.9	2.5	6.2
2024/7/31	28.4	35.2	24.9	14.5	6.6	0.9	3.4	7.9
2024/8/1	28.5	35	23.4	0	9.2	1.5	3.7	6.7
2024/8/2	29.1	35.3	24.9	0	11.6	1.5	3.4	6.9
2024/8/3	29.5	36.2	24.8	0	10.9	1.5	3.4	6.9
2024/8/4	29.5	37.2	24.4	0	9	1.5	3.5	6.7
2024/8/5	28.1	35.7	25	2.5	5.6	0.7	3.8	8.5
2024/8/6	28.3	33.4	23.6	78	3.2	0.9	3.3	6.3
2024/8/7	27.1	34.7	22.6	24	4.9	1	3.3	7.5
2024/8/8	27.9	34.5	23.2	1	5.1	1	3.1	6.1
2024/8/9	28.6	35.2	25.3	1.5	7.3	0.7	3.3	6.3
2024/8/10	29.5	35.2	24.8	0	9.8	1.1	3.5	7.4
2024/8/11	31.1	37.3	25.3	0	11.8	0.9	3.9	7.1
2024/8/12	31.3	37.8	25.6	0	10.4	1.6	3.7	7.6
2024/8/13	30.2	36.4	26.3	0	8.3	1.3	3.3	7.1
2024/8/14	28.1	31.8	26	8	1.7	0.9	2.8	5.6
2024/8/15	29.6	35.9	25.7	0.5	6.4	1.1	3.8	6.6
2024/8/16	25.8	27.5	24.3	34	0	1	2	7.6
2024/8/17	30	37.4	24.1	0	10.6	1.4	3.8	7.1
2024/8/18	29.2	34.6	26	0	4	1.3	3.9	7.3
2024/8/19	28.3	34.1	22.6	23	4.8	0.9	2.8	7.2
2024/8/20	27.9	34.3	23.3	4.5	7.6	0.9	3.6	5.4
2024/8/21	28.2	34.3	23.8	0	6.5	1.4	3.6	7.9
2024/8/22	27.2	31.9	24.8	0	0.2	1.5	3.6	6.8
2024/8/23	28.8	33.6	25.7	0	5.6	1.5	3.6	6.7
2024/8/24	27.5	35.9	24.2	66	6	0.8	2.6	5.1
2024/8/25	27.5	33.3	23.9	0	6.3	1.8	5.2	10.3
2024/8/26	28.5	33.4	24.6	0	10.7	2.6	5.3	10.7
2024/8/27	26.4	32.5	23.9	12.5	4.4	2.6	4.6	8.8
2024/8/28	26.6	31.8	23	1	3.1	1.9	3.9	7.9
2024/8/29	24.9	29.8	22.9	219	0.1	1	2.7	7.6
2024/8/30	24.8	26.2	23.3	75.5	0	1.1	3.8	7.7
2024/8/31	26	31.4	22.7	12.5	1.6	1.6	3.5	7.1
2024/9/1	24.9	28.8	22.6	7.5	0	0.9	3.3	6.3
2024/9/2	28.6	34	22.5	0	11.4	1.8	4.7	10.8
2024/9/3	23.9	26.2	21.7	5.5	0	0.4	1.8	4.9
2024/9/4	24.8	30.2	20.2	1	9.1	0.8	3.1	5.6
2024/9/5	26.3	32.4	20.8	0	11.6	1.1	3.2	6.1
2024/9/6	27.6	34	22.1	0	10.1	1	3	5.7
2024/9/7	28.2	35.1	23.2	0	12	1.1	3.4	7.3
2024/9/8	27.7	34.5	23.2	0	4.8	0.9	2.7	5.1
2024/9/9	27.7	33.8	24.3	0	8.5	1.4	3.9	8.2
2024/9/10	28.2	34.4	23.7	0.5	9.4	1.7	3.6	7
2024/9/11	28.9	35.7	24	0	11.5	1.2	3.6	6.4
2024/9/12	29.1	34.9	25.4	0	10	1.4	3.8	8.2
2024/9/13	29.3	35	24.8	0	11.1	1.3	3.6	7.2
2024/9/14	28.4	34.3	23.8	0	9.3	1.7	4.4	8.4
2024/9/15	29.3	35.8	24.1	21	9.4	1.7	4.6	8.9
2024/9/16	24.9	26.8	23.2	2	0	0.8	3.2	5.6
2024/9/17	27.2	33.9	22.6	0.5	8.7	1.2	3	6
2024/9/18	26.9	35.9	23.6	4	6.6	0.9	2.8	5.1
2024/9/19	25.6	31.9	22.3	1.5	4.3	0.7	3.4	6.6
2024/9/20	27	34.4	22.4	0	4.5	0.7	1.9	3.7
2024/9/21	25.1	29.4	21.6	0	0.1	0.6	1.7	3.6
2024/9/22	21.7	24.8	19.5	4.5	0	0.5	1.8	3.1
2024/9/23	22	27.9	18.8	1	3.3	1.5	3.8	7.8
2024/9/24	19.3	23.6	15.9	0	1.4	0.6	1.4	4
2024/9/25	20.3	24	15.6	0	0	0.7	1.3	5.2
2024/9/26	24.7	30.4	20.1	0	6.5	1.2	3	6
2024/9/27	22.8	24.4	21.2	1.5	0	0.4	1.4	3.5
2024/9/28	23.3	27.2	19.9	0	0	0.9	2.4	4.3
2024/9/29	20.7	22.9	19.4	5.5	0	0.4	1.4	2.9
2024/9/30	20.8	25	18.5	0.5	1.1	0.6	2.3	4
2024/10/1	21.8	26.5	17.2	0	2.6	0.6	1.5	3.9
2024/10/2	24.8	32.7	18.7	0	10.3	1.3	4.3	8.5
2024/10/3	21	22.9	19.8	28	0	0.7	2.6	5.6
2024/10/4	21.9	26.4	19.6	6	0.2	0.3	1.5	2.7
2024/10/5	19.8	22.3	18.4	4.5	0	0.3	1.4	4.1
2024/10/6	20.4	22.7	18.3	1	0	0.4	1.7	3.6
2024/10/7	23.7	28.8	19.1	0.5	1.8	0.7	3	5.5
2024/10/8	18	23	13.9	40.5	0	0.7	2.6	5.2
2024/10/9	15.7	17.7	13.9	30	0	0.5	1.2	4.3
2024/10/10	15.8	19.2	11.5	0	0	0.5	1.3	4.3
2024/10/11	18.2	24.6	12	0	9	0.8	2.7	4.7
2024/10/12	19.3	25.8	12.8	0	9.9	0.8	2.7	4.5
2024/10/13	19	25.9	14	0	10.6	0.7	2.1	6.8
2024/10/14	19.5	25.9	13.4	0	10.5	0.8	2.9	5.2
2024/10/15	20.8	26.3	16.9	0	6.5	1.2	4.1	7
2024/10/16	19.9	23.4	15.9	0	0.1	0.4	1.3	2.6
2024/10/17	21	25.7	16.9	0	1.6	0.6	2.2	4.4
2024/10/18	20.2	21.1	19.2	4.5	0	0.3	1	2.9
2024/10/19	22.1	27.6	19.1	1.5	3.2	0.6	1.7	4.2
2024/10/20	16	21	11.6	0	6.8	1.5	3.5	7.6
2024/10/21	14.4	20.7	7.9	0	6.8	0.7	2.2	5.4
2024/10/22	17.9	22.9	11.5	0	3.5	0.6	1.9	3.5
2024/10/23	18.6	20.2	17.1	0.5	0	0.3	2.2	3.4
2024/10/24	21.3	25.9	16.7	0	3.6	0.7	2.6	4.7
2024/10/25	18.3	20.2	15.9	1	0	0.3	2	2.8
2024/10/26	17.5	20	15	0	0	0.3	1.3	3.7
2024/10/27	19	23.2	16.5	0	1.2	0.6	2.9	5.5
2024/10/28	18.2	20.5	16.2	8.5	0	0.4	1.2	3
2024/10/29	14.3	16.8	11.9	21	0	0.7	2.9	5.3
2024/10/30	16.3	23.4	12.7	14.5	4.5	0.9	2.4	7.5
2024/10/31	13.6	20.3	7.8	0	7.6	0.8	2.3	4.6
2024/11/1	15	20.5	9.3	0	2.6	0.5	1.6	4.1
2024/11/2	15.6	16.7	14.2	35	0	0.4	2.5	5
2024/11/3	16.1	22.9	10	0	9.9	0.9	2.1	7.2
2024/11/4	14.9	23.1	8	0	9.9	0.9	3.6	7.1
2024/11/5	15.5	20.5	10.4	0	3.4	1.2	2.9	6.1
2024/11/6	13	14.9	9.5	0	0	0.6	1.9	4.3
2024/11/7	11.4	17	6.7	0	9.8	1.1	2.6	6.7
2024/11/8	10.4	15.8	5.4	0	9	0.8	2.6	6.1
2024/11/9	10	16.7	3.2	0	9.7	0.6	2.1	5
2024/11/10	12.8	15.7	10.2	1	0.3	0.4	1.6	3
2024/11/11	15.4	22.6	10.5	0	0	0.5	2.5	5.6
2024/11/12	14.4	21.3	8.1	0	9.1	0.9	3	5.8
2024/11/13	16.1	21.3	10	0	8.5	1.2	2.9	6.8
2024/11/14	14.2	17.5	8.5	0	2.8	0.7	2.4	4.5
2024/11/15	14.6	16.9	13	6	0	0.3	1.4	2.6
2024/11/16	15	17.9	11.6	0	0	0.4	1	2.6
2024/11/17	18.3	24.4	13.6	0	7.6	0.8	2.6	4.6
2024/11/18	13.1	17.2	7.1	0	1.3	1.3	2.5	7.3
2024/11/19	8.2	12.7	4.3	0	9.3	1.2	2.8	7.7
2024/11/20	6.3	8.3	4.2	5.5	0	0.3	1.1	2.5
2024/11/21	10	16	6.8	1.5	3.5	0.5	2	3.9
2024/11/22	11.2	18.5	5	0	9.4	0.7	2.5	4
2024/11/23	10.8	15.9	5.6	0	9.3	1.2	2.8	8.8
2024/11/24	9	14.5	3.5	0	8.8	0.7	2.7	7.3
2024/11/25	7.3	15.2	2.6	0	9.4	0.7	3.1	5.5
2024/11/26	7.5	11.1	1.4	10	1.3	0.5	1.6	3.4
2024/11/27	13.1	19.9	7.9	7	5.6	0.8	5.8	9.9
2024/11/28	10.3	17.6	4.4	0	9.4	1.2	3	6.6
2024/11/29	7.1	15.3	1.1	0	7.2	0.9	3.2	5.6
2024/11/30	7.4	15.8	0.2	0	9.2	0.8	2.2	4.8
2024/12/1	8.4	16.5	0.9	0	9.2	1.1	3.3	6.5
2024/12/2	9.8	16.6	4	0	8.9	0.8	2.9	5.1
2024/12/3	10	18.2	3.5	0	9.1	0.8	2.6	5.5
2024/12/4	10.4	16.8	4.7	0	6.9	0.9	2.8	6.9
2024/12/5	9.1	15.4	3.5	0	7.7	0.8	2.7	5.4
2024/12/6	7.5	16.2	0.9	0	8.5	1.2	5.4	9.5
2024/12/7	5.9	12.4	-0.5	0	7.5	0.9	2.8	5.7
2024/12/8	5.1	12.7	0.6	0	6.6	1.2	4.4	7.8
2024/12/9	4.2	12.9	-2.9	0	9.2	0.9	2.7	5.3
2024/12/10	5.7	13.5	-0.9	0	9.1	0.9	2.8	4.4
2024/12/11	6.9	13.7	1.5	0	7.3	1.2	3.4	7.1
2024/12/12	5.4	11.3	-1.3	0	9.2	2	3.5	9.8
2024/12/13	2.3	8	-3.3	0	0.6	0.7	2.2	4
2024/12/14	5.3	11.9	-0.8	0	8	1.6	3.6	8.1
2024/12/15	3	11	-4.1	0	9.2	0.9	2.5	4.8
2024/12/16	4.6	12.3	-2.2	0	9.1	1.1	2.8	5.5
2024/12/17	5.6	13	-0.5	0	9	1	2.7	4.7
2024/12/18	5.5	12	-1.8	0	7.9	1.3	3	6.8
2024/12/19	3.8	9	-1.6	0	6.4	1.3	4.1	7.7
2024/12/20	4.1	10.8	-2.4	0	6.3	0.9	2.1	4.3
2024/12/21	6.6	15.9	-1.6	0	8.2	1.2	3.5	6.6
2024/12/22	4.4	10.3	-2.9	0	7.5	1.8	4.6	11.4
2024/12/23	3.2	10.4	-3.7	0	9.2	1.2	3.2	5.9
2024/12/24	4.1	11.7	-3.2	0	9.2	0.9	2.3	4.5
2024/12/25	3.8	11.1	-2.2	0	6.3	1.1	2.8	4.6
2024/12/26	6.1	14.8	-0.6	0	8.3	0.8	2.1	4.3
2024/12/27	3.4	11.9	-2.3	0	6.1	1.1	3.2	6.2
2024/12/28	2.3	9.8	-3.2	0	5.3	0.9	3.3	6.2
2024/12/29	2.3	11.2	-5	0	8	1.1	4.1	7.5
2024/12/30	3	10.2	-4.2	0	8.2	0.9	3.1	6.2
2024/12/31	6.4	14	-0.9	0	8.1	1.4	3.9	8.3
